0.0005	83.3535210495	5.8822919694
0.0007	84.7405507736	5.2237268413
0.001	83.0233744621	5.3804473215
0.0013	82.2496260376	5.8529070867
0.0015	82.3619179916	5.1788011994
0.002	79.7358947029	5.4746226925
0.003	77.0780198669	6.0121934189
0.004	70.2398754883	6.4384657069
0.005	67.5386009064	6.4579758143
0.006	65.1427137604	6.7853513829
0.007	54.5313639450	6.4421057431
0.008	46.2619064255	5.8752744921
0.01	44.7662559509	5.7983292036
